epoch,loss,main_out_acc,main_out_loss,posts_reg_out_acc,posts_reg_out_loss,titles_reg_out_acc,titles_reg_out_loss,val_loss,val_main_out_acc,val_main_out_loss,val_posts_reg_out_acc,val_posts_reg_out_loss,val_titles_reg_out_acc,val_titles_reg_out_loss
0,0.93971270403520279,0.58029342351767144,0.67654134319334036,0.61834898850910458,0.6529416889125369,0.60052444529500937,0.66291507731061083,0.93054888040159711,0.56883961441854947,0.6782419302333117,0.66396707212488126,0.62583806465043079,0.63947158786000813,0.63569664662338865
1,0.85500611426618445,0.67177282962614837,0.61045112057520712,0.67713347022467807,0.60718035547772953,0.66427125348766869,0.61559459971761155,0.88355110768491896,0.65049123990364799,0.6354650708189431,0.67531864079970727,0.61218467407003718,0.64637546479480412,0.62824547752951665
2,0.79233323984459192,0.7160188555005228,0.56024518619038088,0.70790321146863766,0.57313293446925351,0.69192086927572727,0.58730731763591859,0.83802988134478862,0.68341742032585917,0.58820511611990645,0.66941051800011697,0.61504097805178937,0.64365374456361069,0.63408283244341657
3,0.74268708381563564,0.74645666537854805,0.52070924704495947,0.72937896350244646,0.54166270639006331,0.70584525828396805,0.56822648190295033,0.84297267719905422,0.69085236182569887,0.58872835490055309,0.67365905674163551,0.62506294671487628,0.63920605486526938,0.64615863382784655
4,0.6966505248701631,0.76995717957440268,0.4835304309857506,0.74745245218775547,0.5129233996337198,0.71784445968780441,0.55267706501336322,0.91842276706254933,0.65234997570989495,0.65935904619324037,0.67033988257956134,0.63890811707577166,0.63794477114605252,0.6564104609899678
